State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,Sex_ratio,literacy_rate
Andhra Pradesh,Adilabad,19.28451395,78.81321233,532,2741239,1369597,1371642,1483347,5512,100.149314,54.1122828
Andhra Pradesh,Anantapur,14.31206556,77.46015845,553,4081148,2064495,2016653,2310960,8606,97.68262941,56.62524368
Andhra Pradesh,Chittoor,13.33109263,78.92763899,554,4174064,2090204,2083860,2667878,13763,99.69648896,63.9155988
Andhra Pradesh,East Godavari,16.78271832,82.24320747,545,5154296,2569688,2584608,3288577,22411,100.5806152,63.80264152
Andhra Pradesh,Guntur,15.88492577,80.58657614,548,4887813,2440521,2447292,2960441,19383,100.2774408,60.56780405
Andhra Pradesh,Hyderabad,17.38971556,78.46668889,536,3943323,2018575,1924748,2892155,149034,95.35181997,73.3430916
Andhra Pradesh,Karimnagar,18.51548319,79.43765429,534,3776269,1880800,1895469,2206829,8831,100.7799341,58.43940143
Andhra Pradesh,Khammam,17.68392133,80.67008644,541,2797370,1390988,1406382,1630234,8628,101.1066954,58.27738197
Andhra Pradesh,Krishna,16.14387275,81.14805061,547,4517398,2267375,2250023,3009718,30438,99.23470974,66.62503503
Andhra Pradesh,Kurnool,15.43759715,77.90086837,552,4053463,2039227,2014236,2127161,10081,98.77448661,52.47762222
Andhra Pradesh,Mahbubnagar,16.63954622,77.98933089,538,4053028,2050386,2002642,1940646,6153,97.67146284,47.88138646
Andhra Pradesh,Medak,17.88930498,78.13778902,535,3033288,1523030,1510258,1637137,8635,99.16140851,53.97235607
Andhra Pradesh,Nalgonda,17.11325052,79.16984454,539,3488809,1759772,1729037,2001019,7715,98.25346693,57.3553611
Andhra Pradesh,Nizamabad,18.42948585,78.07523491,533,2551335,1250641,1300694,1389810,5261,104.0021877,54.47383429
Andhra Pradesh,Prakasam,15.489039,80.1166579,549,3397448,1714764,1682684,1904435,6151,98.12918862,56.05486824
Andhra Pradesh,Srikakulam,18.570901,84.25874814,542,2703114,1341738,1361376,1495381,3988,101.463624,55.3206783
Andhra Pradesh,Vizianagaram,18.28329696,83.45982854,543,2344474,1161477,1182997,1238388,4453,101.8528133,52.82157106
Andhra Pradesh,Warangal,18.01752609,79.87422029,540,3512576,1759281,1753295,2065023,12952,99.65974736,58.78941836
Andhra Pradesh,West Godavari,16.63297944,81.45912991,546,3936966,1964918,1972048,2652389,12050,100.362865,67.37139716
Arunachal Pradesh,Changlang,27.36048479,96.37552645,253,148226,76948,71278,73174,170,92.63138743,49.3665079
Arunachal Pradesh,East Kameng,27.37119406,93.04741486,247,78690,38775,39915,38449,57,102.9400387,48.86135468
Arunachal Pradesh,East Siang,28.15382353,95.06499226,251,99214,50116,49098,62576,450,97.96871259,63.07174391
Arunachal Pradesh,Kurung Kumey,28.04853352,93.24531994,256,92076,45318,46758,36606,95,103.1775453,39.75628828
Arunachal Pradesh,Lohit,27.94678527,96.59670771,259,145726,76221,69505,83062,312,91.18878,56.99875108
Arunachal Pradesh,Lower Dibang Valley,28.3265173,95.76567336,258,54080,28053,26027,31849,207,92.77795601,58.89238166
Arunachal Pradesh,Lower Subansiri,27.70849297,93.96226108,255,83030,41843,41187,54057,381,98.43223478,65.1053836
Arunachal Pradesh,Papum Pare,27.27352972,93.54468184,248,176573,89182,87391,121048,2477,97.99174721,68.55408245
Arunachal Pradesh,Tawang,27.68068396,91.82504245,245,49977,29151,20826,26073,96,71.44180303,52.1699982
Arunachal Pradesh,Tirap,26.9440623,95.41470328,254,111975,57604,54371,47974,98,94.38754253,42.84349185
Arunachal Pradesh,Upper Siang,28.83092449,95.00155765,252,35320,18699,16621,18195,97,88.88710626,51.51472254
Arunachal Pradesh,Upper Subansiri,28.27719657,93.89914356,249,83448,41758,41690,45278,139,99.83715695,54.2589397
Arunachal Pradesh,West Kameng,27.46486582,92.6501575,246,83947,46155,37792,48492,202,81.88061965,57.7650184
Arunachal Pradesh,West Siang,28.10629692,94.53510344,250,112274,58168,54106,64746,303,93.01677899,57.6678483
Assam,Barpeta,26.42787226,90.9791201,303,1693622,867004,826618,897058,2078,95.34189,52.96683676
Assam,Bongaigaon,26.45012522,90.67342962,319,738804,375818,362986,434078,2523,96.58558132,58.7541486
Assam,Cachar,24.81557067,92.8684965,316,1736617,886284,850333,1174128,5316,95.94362529,67.61007177
Assam,Darrang,26.58463216,92.04141338,325,928500,475273,453227,487039,1166,95.36140281,52.4543888
Assam,Dhemaji,27.58653344,94.71336909,308,686133,351249,334884,423028,1192,95.340912,61.6539359
Assam,Dibrugarh,27.30612284,95.09982823,310,1326335,676434,649901,884531,8817,96.07751828,66.68986342
Assam,Goalpara,26.01727778,90.59869892,302,1008183,513292,494891,563577,1364,96.41510096,55.90026811
Assam,Golaghat,26.37721971,93.82583398,313,1066888,543161,523727,721764,3073,96.42205534,67.65133735
Assam,Hailakandi,24.45749609,92.59154665,318,659296,337890,321406,407366,1211,95.12148924,61.78802844
Assam,Jorhat,26.76244824,94.30197723,312,1092256,556805,535451,794929,5651,96.16490513,72.77863431
Assam,Kamrup,26.17093945,91.58863274,321,1517542,778461,739081,995319,3109,94.94130085,65.58757517
Assam,Karbi Anglong,26.08966455,93.1153657,314,956313,490167,466146,557214,1923,95.0994253,58.26690634
Assam,Karimganj,24.69660712,92.36794986,317,1228686,625864,602822,795297,1933,96.31836949,64.72744053
Assam,Kokrajhar,26.49724664,90.13997471,300,887142,452905,434237,489305,1218,95.87816429,55.15520627
Assam,Lakhimpur,27.14128806,94.07759493,307,1042137,529674,512463,683486,1948,96.75064285,65.58504304
Assam,Nagaon,26.26462171,92.93061911,305,2823768,1439112,1384656,1710716,5121,96.21599987,60.58273909
Assam,Nalbari,26.46323768,91.40598521,323,771639,396006,375633,531771,1631,94.85538098,68.91447944
Assam,Sonitpur,26.73514927,92.85197805,306,1924110,983904,940206,1108572,4358,95.55871305,57.61479333
Assam,Tinsukia,27.53549291,95.69055949,309,1327929,680231,647698,798322,5135,95.21735999,60.11782256
Bihar,Araria,26.21152812,87.30766555,209,2811569,1463333,1348236,1195768,2561,92.13459958,42.53027402
Bihar,Aurangabad,24.77429187,84.45986024,235,2540073,1318684,1221389,1466002,2362,92.62181084,57.71495544
Bihar,Aurangabad,24.77429187,84.45986024,515,3701282,1924469,1776813,2503837,23258,92.32744201,67.64783121
Maharashtra,Aurangabad,20.09792288,75.32072197,235,2540073,1318684,1221389,1466002,2362,92.62181084,57.71495544
Maharashtra,Aurangabad,20.09792288,75.32072197,515,3701282,1924469,1776813,2503837,23258,92.32744201,67.64783121
Bihar,Banka,24.83235564,86.86649163,225,2034763,1067140,967623,965321,1704,90.67441948,47.4414465
Bihar,Begusarai,25.54302613,86.12560144,222,2970541,1567660,1402881,1548673,4644,89.488856,52.13437552
Bihar,Bhagalpur,25.27719289,87.04213814,224,3037766,1615663,1422103,1573066,6764,88.01977888,51.78364627
Bihar,Bhojpur,25.50666439,84.49407803,231,2728407,1430380,1298027,1599151,3661,90.74700429,58.61116029
Bihar,Buxar,25.48593019,84.08808082,232,1706352,887977,818375,989807,1784,92.16173392,58.00719898
Bihar,Darbhanga,26.14618772,85.97387352,215,3937385,2059949,1877436,1816634,6280,91.13992628,46.13808403
Bihar,Gaya,24.72665415,84.94291218,236,4391418,2266566,2124852,2297613,6856,93.74763409,52.32052608
Bihar,Gopalganj,26.44874364,84.34636127,217,2562012,1267666,1294346,1382998,3707,102.1046553,53.98093373
Bihar,Jamui,24.7841838,86.26316298,238,1760405,916064,844341,858588,1839,92.1705252,48.77218595
Bihar,Jehanabad,25.15567905,84.92081245,239,1125313,585582,539731,618881,1106,92.17001206,54.99634324
Bihar,Katihar,25.56565356,87.70466084,212,3071029,1600430,1470599,1280190,2941,91.88774267,41.68602771
Bihar,Khagaria,25.53558891,86.56593256,223,1666886,883786,783100,768028,1580,88.60742306,46.07561645
Bihar,Kishanganj,26.32433676,87.95045007,210,1690400,866970,823430,745056,1093,94.97791158,44.07572172
Bihar,Lakhisarai,25.18344932,86.12825701,227,1000912,526345,474567,507270,1186,90.16272597,50.68077913
Bihar,Madhepura,25.77341929,86.8978444,213,2001762,1047559,954203,834577,1397,91.08823465,41.69211924
Bihar,Madhubani,26.41380538,86.1632836,207,4487379,2329313,2158066,2155338,5319,92.64817566,48.03111126
Bihar,Munger,25.19853796,86.54173673,226,1367765,729041,638724,801817,2653,87.61153351,58.62242417
Bihar,Muzaffarpur,26.18664417,85.32745092,216,4801062,2527497,2273565,2509232,10290,89.9532225,52.26410323
Bihar,Nalanda,25.22934551,85.48053114,229,2877653,1497060,1380593,1519933,4156,92.22028509,52.81849479
Bihar,Nawada,24.82570884,85.61594569,237,2219146,1144668,1074478,1091012,1841,93.86809101,49.16359717
Bihar,Pashchim Champaran,27.16064352,84.30265912,203,3935042,2061110,1873932,1759481,3495,90.91858271,44.7131441
Bihar,Patna,25.40297115,85.31984336,230,5838465,3078512,2759953,3459679,40692,89.65217612,59.25665393
Bihar,Purba Champaran,26.68129337,85.00382156,204,5099371,2681209,2418162,2276957,7719,90.18923926,44.65172273
Bihar,Purnia,25.81714802,87.40447607,211,3264619,1699370,1565249,1332326,4170,92.10760458,40.81107167
Bihar,Rohtas,24.99170461,83.93507627,234,2959918,1543546,1416372,1799832,4594,91.76091934,60.80681965
Bihar,Saharsa,25.8212707,86.5467082,214,1900661,997174,903487,804996,1668,90.60474902,42.35347597
Bihar,Samastipur,25.79320556,85.94833323,221,4261566,2230003,2031563,2142880,5379,91.10135726,50.28386279
Bihar,Saran,25.89656078,84.82266287,219,3951862,2022821,1929041,2157454,4509,95.36390022,54.59335372
Bihar,Sheikhpura,25.12472437,85.77839391,228,636342,329743,306599,328676,631,92.98120051,51.65084184
Bihar,Sheohar,26.45838075,85.29539412,205,656246,346673,309573,283698,478,89.29827244,43.23043493
Bihar,Sitamarhi,26.5657007,85.61172491,206,3423574,1803252,1620322,1436794,3460,89.85554986,41.96766303
Bihar,Siwan,26.1736372,84.33766553,218,3330464,1675090,1655374,1930175,3834,98.82298862,57.95513778
Bihar,Supaul,26.28157894,86.78496465,208,2229076,1155283,1073793,1033283,1845,92.94631705,46.35476763
Bihar,Vaishali,25.81347032,85.39247597,220,3495021,1844535,1650486,1926740,4810,89.47978759,55.128138
Chandigarh,Chandigarh,30.7426,76.75872466,55,1055450,580663,474787,805438,44283,81.76636018,76.31228386
Chhattisgarh,Bastar,19.39386675,81.52895127,414,1413199,698487,714712,650863,1782,102.3228779,46.05600485
Chhattisgarh,Bilaspur,22.35694298,81.99770351,30,381956,192764,189192,287620,1574,98.1469569,75.30186723
Chhattisgarh,Bilaspur,22.35694298,81.99770351,406,2663629,1351574,1312055,1596560,8566,97.07607575,59.93927833
Himachal Pradesh,Bilaspur,31.37804229,76.65316079,30,381956,192764,189192,287620,1574,98.1469569,75.30186723
Himachal Pradesh,Bilaspur,31.37804229,76.65316079,406,2663629,1351574,1312055,1596560,8566,97.07607575,59.93927833
Chhattisgarh,Dhamtari,20.55491263,81.75691955,412,799781,397897,401884,546833,1016,101.0020181,68.37284207
Chhattisgarh,Durg,21.19446385,81.3318164,409,3343872,1682101,1661771,2303378,16141,98.79139243,68.88355774
Chhattisgarh,Jashpur,22.77286168,83.87039621,402,851669,424747,426922,495415,567,100.5120695,58.16989934
Chhattisgarh,Korba,22.4917125,82.57604327,404,1206640,612915,593725,748759,4544,96.86906015,62.05322217
Chhattisgarh,Koriya,23.50412777,82.12515636,400,658917,334737,324180,397823,1667,96.84618073,60.37528247
Chhattisgarh,Mahasamund,21.22372704,82.65925427,411,1032754,511967,520787,637963,961,101.7227673,61.77298757
Chhattisgarh,Raigarh,22.00826507,83.27797699,403,1493984,750278,743706,951639,3342,99.12405802,63.69807173
Chhattisgarh,Raigarh,22.00826507,83.27797699,520,2634200,1344345,1289855,1939994,38570,95.94672499,73.64642017
Maharashtra,Raigarh,18.45325764,73.00906094,403,1493984,750278,743706,951639,3342,99.12405802,63.69807173
Maharashtra,Raigarh,18.45325764,73.00906094,520,2634200,1344345,1289855,1939994,38570,95.94672499,73.64642017
Chhattisgarh,Raipur,20.88603154,82.2003276,410,4063872,2048186,2015686,2629749,20261,98.41323005,64.71042887
Chhattisgarh,Surguja,23.32719279,83.23582494,401,2359886,1193129,1166757,1187941,2737,97.78967739,50.33891468
Daman and Diu,Daman,20.43161667,72.83923661,495,191173,124659,66514,150348,1316,53.35675723,78.64499694
Daman and Diu,Junagadh,20.72568199,70.8398564,479,2743082,1404356,1338726,1842818,6628,95.32668355,67.18056551
Gujarat,Junagadh,20.92952301,70.5473389,479,2743082,1404356,1338726,1842818,6628,95.32668355,67.18056551
Goa,North Goa,15.54872342,73.80667998,585,818008,416677,401331,663060,23440,96.31705134,81.05788696
Goa,South Goa,15.19527866,73.9417926,586,640537,322463,318074,502427,17624,98.63891361,78.43840403
Gujarat,Ahmadabad,22.60542556,72.23898136,474,7214225,3788051,3426174,5435760,126341,90.44688152,75.34780243
Gujarat,Amreli,21.04832649,71.43457638,480,1514190,771049,743141,995459,2538,96.38051538,65.74201388
Gujarat,Anand,22.28271821,72.57782052,482,2092745,1087224,1005521,1551253,9902,92.48517325,74.12527565
Gujarat,Banas Kantha,24.25853897,71.93205253,469,3120506,1610379,1510127,1704923,3424,93.77463318,54.63610709
Gujarat,Bharuch,21.75787276,72.67326347,488,1551019,805707,745312,1118276,10257,92.50409888,72.09943914
Gujarat,Bhavnagar,21.7021939,72.16272633,481,2880365,1490201,1390164,1887255,7297,93.28701296,65.52138357
Gujarat,Gandhinagar,23.19367979,72.6722168,473,1391753,723864,667889,1030494,12107,92.26719384,74.04287974
Gujarat,Jamnagar,22.41060041,69.62062006,477,2160119,1114192,1045927,1396534,11573,93.87313856,64.65079007
Gujarat,Kachchh,23.48057203,68.82192301,468,2092371,1096737,995634,1252319,9631,90.78147268,59.85167066
Gujarat,Kheda,22.88765313,73.01880352,483,2299885,1185727,1114158,1660243,5710,93.96412496,72.18808767
Gujarat,Mahesana,23.52935545,72.45545194,471,2035064,1056520,978544,1502645,7759,92.61954341,73.83772697
Gujarat,Narmada,21.70666386,73.68403209,487,590297,301086,289211,370336,576,96.05594415,62.73723227
Gujarat,Navsari,20.86697332,72.8618487,490,1329672,678165,651507,1001909,6726,96.06909823,75.35008634
Gujarat,Panch Mahals,22.80435607,73.61984598,484,2390776,1226961,1163815,1440805,3456,94.85346315,60.26516077
Gujarat,Patan,23.80634198,71.75162977,470,1343734,694397,649337,837913,2231,93.51091667,62.35705876
Gujarat,Porbandar,21.55092352,69.71896988,478,585449,300209,285240,393678,1653,95.01380705,67.24377358
Gujarat,Rajkot,22.40603378,70.83679439,476,3804558,1974445,1830113,2725056,21785,92.68999643,71.62608639
Gujarat,Sabar Kantha,23.71803595,73.1363879,472,2428589,1244231,1184358,1578734,5262,95.18795143,65.00622378
Gujarat,Surat,21.25761373,72.93488716,492,6081322,3402224,2679098,4571410,55694,78.74549118,75.17131966
Gujarat,Surendranagar,22.82672007,71.48358741,475,1756268,909917,846351,1093626,2975,93.0140881,62.26988136
Gujarat,The Dangs,20.80163388,73.68835184,489,228291,113821,114470,140968,137,100.5701935,61.74925862
Gujarat,Vadodara,22.26133739,73.4943301,486,4165626,2153736,2011890,2893080,53606,93.41395603,69.45126615
Gujarat,Valsad,20.44238232,72.91485848,491,1705678,887222,818456,1170657,11020,92.24929048,68.63294244
Haryana,Ambala,30.35036723,76.94970311,70,1128350,598703,529647,818025,12899,88.46573343,72.49745203
Haryana,Bhiwani,28.72886806,76.02110226,81,1634445,866672,767773,1069871,5292,88.58864715,65.45775477
Haryana,Faridabad,28.1487311,77.32718537,88,1809733,966110,843623,1272739,43437,87.32163004,70.32744609
Haryana,Fatehabad,29.57298319,75.54608717,78,942011,495360,446651,557578,3210,90.16694929,59.19017931
Haryana,Gurgaon,28.04389479,77.0193513,86,1514432,816690,697742,1111116,67087,85.43535491,73.36849723
Haryana,Hisar,29.23628731,75.84324683,80,1743931,931562,812369,1114311,10132,87.20503842,63.89650737
Haryana,Jhajjar,28.59651868,76.61137143,83,958405,514667,443738,676091,5034,86.21846748,70.54335067
Haryana,Jind,29.45149822,76.29598576,77,1334152,713006,621146,832758,5263,87.11651795,62.41852503
Haryana,Kaithal,29.96068539,76.3769893,73,1074304,571003,503301,646529,3724,88.14331974,60.18119638
Haryana,Karnal,29.70320065,76.87488026,74,1505324,797712,707612,978013,11163,88.70519686,64.97026554
Haryana,Kurukshetra,30.0565266,76.7877468,72,964655,510976,453679,646893,7356,88.78675319,67.05951869
Haryana,Mahendragarh,28.13521615,76.14018073,84,922088,486665,435423,630255,2624,89.47078586,68.35085155
Haryana,Panchkula,30.70089714,76.97173238,69,561293,299679,261614,405318,18615,87.29807561,72.21148313
Haryana,Panipat,29.34352134,76.92895915,75,1205437,646857,558580,786599,10024,86.35293427,65.25426049
Haryana,Rewari,28.19164715,76.55956008,85,900332,474335,425997,636947,5121,89.80931198,70.74579155
Haryana,Rohtak,28.89251765,76.53123235,82,1061204,568479,492725,747582,8482,86.67426589,70.44658708
Haryana,Sirsa,29.63583446,74.9097048,79,1295189,682582,612607,782897,6287,89.74848443,60.44654487
Himachal Pradesh,Chamba,32.66741815,76.39354063,23,519080,261320,257760,323842,1615,98.6376856,62.38768591
Himachal Pradesh,Hamirpur,31.67668481,76.49767089,28,454768,217070,237698,358091,2521,109.5029253,78.74146818
Himachal Pradesh,Hamirpur,31.67668481,76.49767089,168,1104285,593537,510748,653299,1196,86.05158566,59.16036168
Uttar Pradesh,Hamirpur,25.73815838,79.8261948,28,454768,217070,237698,358091,2521,109.5029253,78.74146818
Uttar Pradesh,Hamirpur,25.73815838,79.8261948,168,1104285,593537,510748,653299,1196,86.05158566,59.16036168
Himachal Pradesh,Kangra,32.14093603,76.41205911,24,1510075,750591,759484,1152640,8053,101.1847997,76.32998361
Himachal Pradesh,Kinnaur,31.60667184,78.51613736,34,84121,46249,37872,60699,354,81.88717594,72.15677417
Himachal Pradesh,Kullu,31.90911922,77.40922649,26,437903,225452,212451,307672,2623,94.23336231,70.26030879
Himachal Pradesh,Mandi,31.63580594,76.96556931,27,999777,498065,501712,723747,5333,100.7322337,72.39084316
Himachal Pradesh,Shimla,31.15572545,77.62573042,33,814010,425039,388971,612642,9177,91.51419046,75.26222037
Himachal Pradesh,Sirmaur,30.68276445,77.4318469,32,529855,276289,253566,362645,2220,91.77564072,68.44230969
Himachal Pradesh,Solan,31.03864312,76.94442141,31,580320,308754,271566,428578,5250,87.95545969,73.85201268
Himachal Pradesh,Una,31.58330388,76.18353932,29,521173,263692,257481,399715,2412,97.64460052,76.69526242
Jammu and Kashmir,Doda,33.35961468,76.0716372,16,409936,213641,196295,219083,596,91.88077195,53.44322041
Jammu and Kashmir,Jammu,32.7131991,74.84775204,21,1529958,813821,716137,1137135,19905,87.99686909,74.3245893
Jammu and Kashmir,Kargil,33.56599489,76.63675315,4,140802,77785,63017,86236,235,81.01433438,61.24628912
Jammu and Kashmir,Kathua,32.51781678,75.58901399,7,616435,326109,290326,389204,1443,89.02728842,63.13788153
Jammu and Kashmir,Pulwama,33.88414419,75.0092186,12,560440,293064,267376,293958,1537,91.23467911,52.45128827
Jammu and Kashmir,Punch,33.79124129,74.29593161,5,476835,251899,224936,261724,346,89.29610677,54.88774943
Jammu and Kashmir,Srinagar,34.27312899,75.11021159,10,1236829,651124,585705,748584,16413,89.95291219,60.52445407
Jammu and Kashmir,Udhampur,33.04770671,75.15286951,19,554985,296784,258201,322354,1214,86.9996361,58.08337162
Jharkhand,Bokaro,23.6814965,85.98398374,355,2062330,1072807,989523,1273520,9754,92.23681426,61.75151406
Jharkhand,Chatra,24.11619946,84.93295805,347,1042886,533935,508951,510061,590,95.32077875,48.90860554
Jharkhand,Deoghar,24.33070101,86.75697632,350,1492073,775022,717051,793538,1944,92.5200833,53.18359088
Jharkhand,Dhanbad,23.85450909,86.40372925,354,2684487,1405956,1278531,1722204,11568,90.93677185,64.15393332
Jharkhand,Dumka,24.27500613,87.2766245,362,1321442,668514,652928,672409,1193,97.66856042,50.88448831
Jharkhand,Garhwa,24.08211469,83.68664266,346,1322784,683575,639209,653476,565,93.50970998,49.40156518
Jharkhand,Giridih,24.3057851,86.08710916,349,2445474,1258098,1187376,1253475,1944,94.37865731,51.25693424
Jharkhand,Godda,24.8189,87.29417355,351,1313551,677927,635624,604519,874,93.7599476,46.02173802
Jharkhand,Gumla,23.07853295,84.55056787,366,1025213,514390,510823,559720,831,99.30655728,54.59548406
Jharkhand,Jamtara,23.97873318,86.9532508,363,791042,404830,386212,426312,808,95.40103253,53.89246083
Jharkhand,Latehar,23.72511186,84.48298743,359,726978,369666,357312,350682,340,96.65806431,48.23832358
Jharkhand,Lohardaga,23.48879604,84.66051691,356,461790,232629,229161,259707,351,98.50921424,56.23919964
Jharkhand,Pakur,24.57260428,87.69691969,353,900422,452661,447761,352881,328,98.91751222,39.19062395
Jharkhand,Palamu,24.19692597,84.20310843,358,1939869,1006302,933567,1024563,2155,92.77205054,52.81609222
Jharkhand,Ranchi,23.18423506,85.31781937,364,2914253,1494937,1419316,1911433,22538,94.94152596,65.58912352
Jharkhand,Sahibganj,24.9366799,87.68264098,352,1150567,589391,561176,483263,591,95.2128553,42.00216067
Jharkhand,Simdega,22.60876039,84.59193692,367,599578,300309,299269,343483,423,99.65369003,57.28745885
Karnataka,Bagalkot,16.15860676,75.64526071,556,1889752,950111,939641,1113412,3745,98.89802349,58.91841892
Karnataka,Bangalore Rural,12.93682709,77.47369315,583,990923,509172,481751,688749,3729,94.61458996,69.50580418
Karnataka,Belgaum,16.16107219,74.72329042,555,4779661,2423063,2356598,3052032,17560,97.25698424,63.85457044
Karnataka,Bellary,15.07437755,76.47228471,565,2452595,1236954,1215641,1421621,9626,98.27697716,57.96395247
Karnataka,Bidar,17.95036173,77.19459962,558,1703300,870665,832635,1042673,3971,95.63207433,61.214877
Karnataka,Bijapur,16.84015317,75.95909167,417,255230,128663,126567,86919,117,98.37093803,34.05516593
Karnataka,Bijapur,16.84015317,75.95909167,557,2177331,1111022,1066309,1248268,4987,95.97550724,57.33019004
Karnataka,Chikmagalur,13.42528829,75.67626502,570,1137961,566622,571339,818345,4510,100.8324774,71.91327295
Karnataka,Chitradurga,14.2910222,76.57821957,566,1659456,840843,818613,1087392,5711,97.35622465,65.52701608
Karnataka,Davanagere,14.33041459,75.91723841,567,1945497,986400,959097,1308540,7320,97.23205596,67.25993409
Karnataka,Dharwad,15.34383138,75.13831264,562,1847023,937206,909817,1301664,15013,97.0775902,70.47362161
Karnataka,Gadag,15.50712826,75.64861303,561,1064570,537147,527423,700177,3373,98.18969481,65.77087463
Karnataka,Gulbarga,17.07045952,76.8750385,579,2566326,1301755,1264571,1427368,9752,97.14354852,55.61912243
Karnataka,Hassan,12.94509875,76.1104955,574,1776421,883667,892754,1225256,4851,101.0283285,68.97328955
Karnataka,Haveri,14.73758281,75.39612306,564,1597668,819128,778540,1085443,2456,95.04497466,67.9392089
Karnataka,Kodagu,12.39684468,75.79336596,576,554519,274608,279911,412877,3308,101.9311164,74.45678146
Karnataka,Kolar,13.31279988,78.01376948,581,1536401,776396,760005,1016219,5051,97.88883508,66.14282339
